date,value
2023-07-07,53.48
2023-07-10,57.27
2023-07-11,59
2023-07-12,60.94
2023-07-13,62.03
2023-07-14,60.05
2023-07-17,60.91
2023-07-18,63.15
2023-07-19,65.05
2023-07-20,63.41
2023-07-21,63.47
2023-07-24,62.78
2023-07-25,61.48
2023-07-26,62.08
2023-07-27,58.8
2023-07-28,61.74
2023-07-31,63.71
2023-08-01,61.13
2023-08-02,58.64
2023-08-03,57.4
2023-08-04,58
2023-08-07,56.79
2023-08-08,55.12
2023-08-09,54.95
2023-08-10,54.52
2023-08-11,54.22
2023-08-14,53.79
2023-08-15,50.86
2023-08-16,47.84
2023-08-17,44.69
2023-08-18,46.24
2023-08-21,46.41
2023-08-22,45.55
2023-08-23,47.92
2023-08-24,45.54
2023-08-25,46.15
2023-08-28,47.36
2023-08-29,50.04
2023-08-30,51.33
2023-08-31,50.64
2023-09-01,51.81
2023-09-05,50.85
2023-09-06,50.6
2023-09-07,47.08
2023-09-08,46.37
2023-09-11,46.88
2023-09-12,47.18
2023-09-13,45.87
2023-09-14,47.28
2023-09-15,45.77
2023-09-18,45.37
2023-09-19,44.26
2023-09-20,43.25
2023-09-21,39.13
2023-09-22,38.63
2023-09-25,38.97
2023-09-26,36.15
2023-09-27,38.26
2023-09-28,39.81
2023-09-29,39.66
2023-10-02,37.5
2023-10-03,34.4
2023-10-04,35.29
2023-10-05,35.59
2023-10-06,37.09
2023-10-09,36.9
2023-10-10,39.23
2023-10-11,37.83
2023-10-12,34.33
2023-10-13,33.46
2023-10-16,35.47
2023-10-17,36.91
2023-10-18,32.69
2023-10-19,31.09
2023-10-20,28.81
2023-10-23,26.5
2023-10-24,28.61
2023-10-25,25.8
2023-10-26,26.1
2023-10-27,24.69
2023-10-30,25.42
2023-10-31,27.53
2023-11-01,28.14
2023-11-02,32.16
2023-11-03,36.78
2023-11-06,35.61
2023-11-07,36.41
2023-11-08,34.1
2023-11-09,31.45
2023-11-10,33.66
2023-11-13,34.91
2023-11-14,43.39
2023-11-15,44.7
2023-11-16,41.87
2023-11-17,43.49
2023-11-20,44.7
2023-11-21,42.17
2023-11-22,43.18
2023-11-24,44.5
2023-11-27,43.69
2023-11-28,43.79
2023-11-29,44.29
2023-11-30,45.4
2023-12-01,52.06
2023-12-04,54.13
2023-12-05,51.51
2023-12-06,52.11
2023-12-07,53.72
2023-12-08,54.28
2023-12-11,54.69
2023-12-12,55.09
2023-12-13,61.95
2023-12-14,66.7
2023-12-15,64.27
2023-12-18,63.93
2023-12-19,67.47
2023-12-20,63.29
2023-12-21,66.7
2023-12-22,67.91
2023-12-26,69.93
2023-12-27,70.14
2023-12-28,70.51
